ID,TrialType,BlockNum,AlienOrder,QuizResp,QuizFailedNum,TimeElapsed,RT,PRT,Galaxy,DecayRate,AlienIndex,GemValue,TimeInBlock
,Dig_Trial_248,,,,,2046.0757639166666,0.31949325000005047,,,,,50,
,Dig_Trial_249,,,,,2050.411712916666,0.337282999999843,,,,,44,
,Dig_Trial_250,,,,,2054.6836230833333,0.2849578333334648,,,,,39,
,Dig_Trial_251,,,,,2058.9716522083336,0.300684999999703,,,,,34,
,Dig_Trial_252,,,,,2063.219652208333,0.2650414166664632,,,,,30,
,Dig_Trial_253,,,,,2067.339741125,0.13541416666657824,,,,,26,
,Dig_Trial_254,,,,,2071.6036572499997,0.28582837500016467,,,,,23,
,Dig_Trial_255,,,,,2076.027534375,0.4415120416665559,,,,,20,
,Dig_Trial_256,,,,,2080.3315987083333,0.29726879166673825,,,,,18,
,Dig_Trial_257,,,,,2084.5395148333337,0.2327964166665879,,,,,16,
,Dig_Trial_258,,,,,2088.7636259166666,0.23466841666686378,,,,,14,
,Dig_Trial_259,,,,,2093.003542583333,0.2659651250000934,,,,,12,
,Dig_Trial_260,,,,,2098.0194440416662,1.0332054583332138,,,,,11,
,Travel_Trial,,,,,2102.331490708333,0.31665608333332784,78.08437904166612,,,,10,
,Travel_Planet,,,,,2112.415963708333,,,,,,,
,start_loop,5,,,,2112.4176322916665,,,0,0.1643557840463771,29,,
,Dig_Trial_261,,,,,2121.835927166667,0.31758350000018254,,,,,102,
,Dig_Trial_262,,,,,2126.147442166666,0.2942297083327503,,,,,17,
,Travel_Trial,,,,,2130.5478055833337,0.28932070833297985,9.029582166666387,,,,3,
,Travel_Planet,,,,,2140.64305125,,,,,,,
,start_loop,5,,,,2140.6445377083337,,,0,0.22813302913879258,30,,
,Dig_Trial_263,,,,,2150.1312599166667,0.38752370833344685,,,,,95,
,Dig_Trial_264,,,,,2155.0031860833333,0.8851249166668822,,,,,22,
,Travel_Trial,,,,,2159.3071702083334,0.31730483333330994,9.56354895833374,,,,5,
,Travel_Planet,,,,,2169.400657666666,,,,,,,
,start_loop,5,,,,2169.402598333333,,,2,0.8425631076074256,31,,
,Dig_Trial_265,,,,,2178.8031859166667,0.29477133333284655,,,,,105,
,Dig_Trial_266,,,,,2183.0831846250003,0.2922552916670611,,,,,88,
,Dig_Trial_267,,,,,2187.3790687499995,0.31025999999974374,,,,,74,
,Dig_Trial_268,,,,,2191.67565175,0.2923687500001506,,,,,62,
,Dig_Trial_269,,,,,2195.987420958333,0.3321021249998921,,,,,52,
,Dig_Trial_270,,,,,2200.3710783750003,0.3965117083334917,,,,,44,
,Dig_Trial_271,,,,,2204.6589588750003,0.3086814166667864,,,,,37,
,Dig_Trial_272,,,,,2208.962998791666,0.3192652916663974,,,,,31,
,Dig_Trial_273,,,,,2213.258971666666,0.2997603750000053,,,,,26,
,Dig_Trial_274,,,,,2217.5149129166666,0.2762342083333351,,,,,22,
,Dig_Trial_275,,,,,2221.6989916249995,0.18009270833317714,,,,,19,
,Too_slow,,,,,2229.792872791666,NA,,,,,16,
,Dig_Trial_276,,,,,2234.0989538333333,0.3202602083333659,,,,,13,
,Travel_Trial,,,,,2238.442823166666,0.3672194999999192,59.934527666667236,,,,11,
,Travel_Planet,,,,,2248.5281014166667,,,,,,,
,start_loop,5,,,,2248.529555125,,,2,0.8327399298172014,32,,
,Dig_Trial_277,,,,,2258.026766791666,0.3939596666673424,,,,,93,
,Dig_Trial_278,,,,,2262.3307972499997,0.31527562499968553,,,,,77,
,Dig_Trial_279,,,,,2266.7306774999997,0.34060879166645464,,,,,64,
,Dig_Trial_280,,,,,2270.962712458333,0.2559292916666891,,,,,53,
,Dig_Trial_281,,,,,2275.274699458333,0.3258135000000948,,,,,44,
,Dig_Trial_282,,,,,2279.5306716249997,0.2746948750000229,,,,,37,
,Dig_Trial_283,,,,,2284.03430725,0.5207678333331387,,,,,31,
,Dig_Trial_284,,,,,2288.37860225,0.3649749999999585,,,,,26,
,Dig_Trial_285,,,,,2292.6425834583333,0.28282158333286134,,,,,22,
,Dig_Trial_286,,,,,2296.8665986666665,0.2232404583337484,,,,,18,
,Dig_Trial_287,,,,,2301.3225298750003,0.4807539583334801,,,,,15,
,Dig_Trial_288,,,,,2305.6265320833336,0.3177003750001859,,,,,12,
,Travel_Trial,,,,,2309.9705403749995,0.34543500000017957,52.33785316666672,,,,10,
,Travel_Planet,,,,,2320.0675095416664,,,,,,,
,start_loop,5,,,,2320.068974625,,,2,0.8633767791116892,33,,
,Dig_Trial_289,,,,,2329.474495333334,0.29562391666695476,,,,,97,
,Dig_Trial_290,,,,,2333.7624530833336,0.3018925833330286,,,,,84,
,Dig_Trial_291,,,,,2338.122353125,0.33575637499961886,,,,,73,
,Dig_Trial_292,,,,,2342.3864047083334,0.28670024999973975,,,,,63,
,Dig_Trial_293,,,,,2346.762343833334,0.38915104166608216,,,,,54,
,Dig_Trial_294,,,,,2351.0263095833334,0.2783454166665251,,,,,47,
,Dig_Trial_295,,,,,2355.370297833334,0.36033466666685854,,,,,41,
,Dig_Trial_296,,,,,2359.6902323333334,0.33837887499976205,,,,,35,
,Dig_Trial_297,,,,,2363.922346291667,0.25356145833302435,,,,,30,
,Dig_Trial_298,,,,,2368.2742180416662,0.3468808749994423,,,,,26,
,Dig_Trial_299,,,,,2372.53030225,0.2792655833336539,,,,,22,
,Dig_Trial_300,,,,,2376.8102429166665,0.29417254166583007,,,,,19,
,Dig_Trial_301,,,,,2381.0741790833335,0.28400212499946065,,,,,16,
,Dig_Trial_302,,,,,2385.1942261666663,0.1355600000006234,,,,,14,
,Dig_Trial_303,,,,,2389.538894041667,0.3489212499998757,,,,,12,
,Travel_Trial,,,,,2394.554114833334,1.0377601250002044,65.37534595833313,,,,10,
,Travel_Planet,,,,,2404.650163166667,,,,,,,
